"crash_unit_id","crash_record_id","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"2066655","97c614494d35b5f08d7bbb7b60677f48bc54274f785ef7513c710b8c922c6e723b04fb244b4aed11ce9c93eb8183c8f79d1e796f02517451b03edb03418f0bd5","2025-05-20T01:25:00.000","1","DRIVER",,"1970063",,"FORD","ESCAPE","IL","2022","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,"Y","Y","Y",,,"SIDE-LEFT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066656","97c614494d35b5f08d7bbb7b60677f48bc54274f785ef7513c710b8c922c6e723b04fb244b4aed11ce9c93eb8183c8f79d1e796f02517451b03edb03418f0bd5","2025-05-20T01:25:00.000","2","DRIVER",,"1970064",,"MAZDA","CX-5","IL","2021","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066646","07d21222e2fff6f7c364670df3f1826133df6ef9529d9b73beebe814dd20255835a38c7eb868f58fa30f067aac44ed8c815f6958a89f29a6be6d8c8031b29541","2025-05-19T23:55:00.000","1","DRIVER",,"1970055",,"TOYOTA","VENZA","IL","2010","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,"unknown","unknown",,"Y","Y","Y","Y","Y","Y","Y","Y","Y","Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066647","07d21222e2fff6f7c364670df3f1826133df6ef9529d9b73beebe814dd20255835a38c7eb868f58fa30f067aac44ed8c815f6958a89f29a6be6d8c8031b29541","2025-05-19T23:55:00.000","2","PARKED",,"1970057",,"TOYOTA","FJ CRUISER","IL","2010","OTHER","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","PARKED","Y",,"0",,"unknown","unknown",,,,,,,,"Y","Y","Y","Y","Y",,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066648","07d21222e2fff6f7c364670df3f1826133df6ef9529d9b73beebe814dd20255835a38c7eb868f58fa30f067aac44ed8c815f6958a89f29a6be6d8c8031b29541","2025-05-19T23:55:00.000","3","PARKED",,"1970060",,"KIA","FORTE","IL","2010","UNKNOWN","PASSENGER","PERSONAL","S","PARKED","Y",,"0",,"unknown","unknown",,,,,,,,"Y","Y","Y","Y","Y",,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066639","9d118f8c152629c8d4c93371ec80a44ead26144b8850391103e0566044084394abbf73338a3ebc2abb1370d923bab03af80ad4cb2bcbf6d9314a70663cb81ae8","2025-05-19T23:15:00.000","1","DRIVER",,"1970045",,"FORD","EDGE","IL","2013","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066640","9d118f8c152629c8d4c93371ec80a44ead26144b8850391103e0566044084394abbf73338a3ebc2abb1370d923bab03af80ad4cb2bcbf6d9314a70663cb81ae8","2025-05-19T23:15:00.000","2","DRIVER","1","1970047",,"MERCEDES-BENZ","S-CLASS","IL","2016","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"2",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066629","08d6553c060da826477340087e93e129058d563e55c64e357bf621c76bdfb8d3bb36d25b4d2eb4e13dbe8de145f31a80e02fc52e346e0cfb317d699fd9826caa","2025-05-19T22:55:00.000","1","DRIVER",,"1970037",,"NISSAN","OTHER (EXPLAIN IN NARRATIVE)","IL","2013","NONE","PASSENGER","UNKNOWN/NA","S","BACKING",,,"1",,,,,,,,,,"N",,,,,,,"Y","REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066630","08d6553c060da826477340087e93e129058d563e55c64e357bf621c76bdfb8d3bb36d25b4d2eb4e13dbe8de145f31a80e02fc52e346e0cfb317d699fd9826caa","2025-05-19T22:55:00.000","2","PARKED",,"1970040",,"KIA","FORTE","IL","2021","NONE","PASSENGER","NOT IN USE","S","PARKED",,,"0",,,,"Y",,,,,,,,,,,,,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066650","744e43270353f6103e28c4e04cf1c4a0fbbe48c5514a5060ba688a61445e90bce65b412366e69e3456a2b3b36a0005eadfc0ba770f606c4327bf7ebd6920acae","2025-05-19T22:42:00.000","1","DRIVER",,"1970056",,"HONDA","CR-V","IL","2019","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,,,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066651","744e43270353f6103e28c4e04cf1c4a0fbbe48c5514a5060ba688a61445e90bce65b412366e69e3456a2b3b36a0005eadfc0ba770f606c4327bf7ebd6920acae","2025-05-19T22:42:00.000","2","DRIVER","2","1970058",,"BMW","OTHER (EXPLAIN IN NARRATIVE)","IL","2015","UNKNOWN","PASSENGER","PERSONAL","S","OTHER",,,"3",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066631","dd6b1713aa86993a306aa77b8c62f50497c1bf4256bde4d78750aac8826a60996dfabe4d07655416354ec9f5cbc7e9f60e966f4a019682a056c6137bd6c7c88f","2025-05-19T22:30:00.000","1","DRIVER",,"1970041",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066632","dd6b1713aa86993a306aa77b8c62f50497c1bf4256bde4d78750aac8826a60996dfabe4d07655416354ec9f5cbc7e9f60e966f4a019682a056c6137bd6c7c88f","2025-05-19T22:30:00.000","2","DRIVER","1","1970043",,"TOYOTA","RAV4","IL","2019","UNKNOWN","PASSENGER","PERSONAL","S","OTHER",,,"2",,,,,,,,,,,,,"Y","Y","Y",,,"SIDE-LEFT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066641","7ddf7597298cc8b3fdf5c7c6572230b20db833676c3706fc0a0d39b3ef8bd7f03d75a799ca5a2a12dccdfb96a9ee769b07ee294a2735a942b7c0bea80f28df3e","2025-05-19T22:20:00.000","1","DRIVER",,"1970050",,"HYUNDAI","SANTA FE","IN","2025","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","STRAIGHT AHEAD","Y",,"1",,"STREETS AND SANS.",,,"Y","Y","Y","Y","Y",,"Y","Y","Y","Y","Y",,,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066642","7ddf7597298cc8b3fdf5c7c6572230b20db833676c3706fc0a0d39b3ef8bd7f03d75a799ca5a2a12dccdfb96a9ee769b07ee294a2735a942b7c0bea80f28df3e","2025-05-19T22:20:00.000","2","DRIVER",,"1970054",,"HYUNDAI","SANTA FE","IL","2018","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","OTHER",,,"1",,,,,"Y","Y","Y","Y","Y",,,,,,,,,"REAR-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066621","75803ad37b35dbe11edcc96a95a4534ba454e08e298c23225ad1a7ef5fc3142b57d9531a097b9535fd2e905f788edf4995ca411566d8da7468096cd7fb887a89","2025-05-19T22:09:00.000","1","DRIVER",,"1970033",,"TOYOTA","COROLLA","IL","2008","UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD","Y",,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066622","75803ad37b35dbe11edcc96a95a4534ba454e08e298c23225ad1a7ef5fc3142b57d9531a097b9535fd2e905f788edf4995ca411566d8da7468096cd7fb887a89","2025-05-19T22:09:00.000","2","DRIVER",,"1970038",,"ACURA","TLX","IL","2007","UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD","Y",,"1",,,,,,,,,"Y","Y","Y","Y","Y","Y","Y",,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066635","37a886eb8ed8a34dd40db9b0e3720ba950f90c59e1c4b1322adeda1710a75e1dcf9df369c3775cc100fd37c43b185794868d188dbb12664c8aaf82bddacdb4f1","2025-05-19T22:00:00.000","1","DRIVER",,"1970046",,"TOYOTA","COROLLA","IL","2005","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"1",,,,,,,"Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066636","37a886eb8ed8a34dd40db9b0e3720ba950f90c59e1c4b1322adeda1710a75e1dcf9df369c3775cc100fd37c43b185794868d188dbb12664c8aaf82bddacdb4f1","2025-05-19T22:00:00.000","2","DRIVER","1","1970048",,"AUDI","A6","OH","2018","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"2",,"private tow","private garage",,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066623","aba761896d9a2dc9931d73b7870070081116754a61f545bd063b37cb9ebbcf5fc87ec9ce957365d8f8e9bafb25fbd568e77a134416752bd0188aed55eb6bf2c7","2025-05-19T22:00:00.000","1","DRIVER",,"1970032",,"FORD","TRANSIT","IL","2016","UNKNOWN","VAN/MINI-VAN","PERSONAL","E","PASSING/OVERTAKING",,,"1",,,,,"N","N","Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066624","aba761896d9a2dc9931d73b7870070081116754a61f545bd063b37cb9ebbcf5fc87ec9ce957365d8f8e9bafb25fbd568e77a134416752bd0188aed55eb6bf2c7","2025-05-19T22:00:00.000","2","DRIVER","1","1970035",,"CHRYSLER","TOWN & COUNTRY","IL","2014","UNKNOWN","VAN/MINI-VAN","TAXI/FOR HIRE","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,"Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066609","20748e4bce5faca0175fe691be475ea55a394152ddb3846b186f562346d699aebb1f9720d852066cffb6155e4e8a598023021e64deb7ee2a9dd016a51f79905b","2025-05-19T21:50:00.000","1","DRIVER",,"1970018",,"CHEVROLET","OTHER (EXPLAIN IN NARRATIVE)","IL","2006","UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066610","20748e4bce5faca0175fe691be475ea55a394152ddb3846b186f562346d699aebb1f9720d852066cffb6155e4e8a598023021e64deb7ee2a9dd016a51f79905b","2025-05-19T21:50:00.000","2","DRIVER",,"1970020",,"HONDA","CIVIC","NJ","2022","UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,"N","Y","Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066627","ece690659ae4c81655efc67c3cb23c54201880b438f434050ba7c0a8c8c579324a7fa6a772b498d35c3b4dd3cd655ce3e6e2c06cbc5036e45c39a6f334cbf973","2025-05-19T21:50:00.000","1","DRIVER",,"1970034",,"BUICK","ENCORE","IL",,"UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","CHANGING LANES",,,"1",,,,,"Y","Y","Y",,,,,,,,,,"Y","FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066628","ece690659ae4c81655efc67c3cb23c54201880b438f434050ba7c0a8c8c579324a7fa6a772b498d35c3b4dd3cd655ce3e6e2c06cbc5036e45c39a6f334cbf973","2025-05-19T21:50:00.000","2","DRIVER",,"1970039",,"AUDI","Q5","IL","2018","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,"Y",,"Y","Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066599","e0765eef302d71d490c687ef247381948de3c21186a0abde51a65c6ab5306106a3edfb1bfb3dfbbf416306e30fbe2a7354f6fce11682e7af5c55256d4a6a0751","2025-05-19T20:51:00.000","1","DRIVER",,"1970003",,"CHEVROLET","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","W","CHANGING LANES",,,"1",,,,,"Y","Y","Y","Y","Y",,,,,,,,"Y","SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066600","e0765eef302d71d490c687ef247381948de3c21186a0abde51a65c6ab5306106a3edfb1bfb3dfbbf416306e30fbe2a7354f6fce11682e7af5c55256d4a6a0751","2025-05-19T20:51:00.000","2","DRIVER",,"1970011",,"LEXUS","ES300","IL","2016","NONE","PASSENGER","PERSONAL","W","STARTING IN TRAFFIC",,,"1",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066583","58fb32b646b6d6c09ea16410468fd4cc60ba99ad018d9d45fabe087d32acbc230284e718ef2ac734c9ef96bd31710d42cc18a1d100500d279cbace57cd89bf01","2025-05-19T20:24:00.000","1","DRIVER","1","1969993",,"HONDA","CIVIC","IL","2019","NONE","PASSENGER","PERSONAL","S","BACKING","Y",,"2",,"private tow",,,,,"Y","Y","Y",,,,,,,,,"SIDE-RIGHT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066584","58fb32b646b6d6c09ea16410468fd4cc60ba99ad018d9d45fabe087d32acbc230284e718ef2ac734c9ef96bd31710d42cc18a1d100500d279cbace57cd89bf01","2025-05-19T20:24:00.000","2","DRIVER",,"1970001",,"NISSAN","SE","IL","2013","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066595","37a290995e338bbce3d8dc0e89a5665d784f809e74a43c87cf2fa58d3b4d554d4b80f772e3d73549f40f974010898daddbc77817811b8cf3b3484d7bb6402aec","2025-05-19T20:00:00.000","1","DRIVER",,"1970008",,"TOYOTA","4RUNNER","IL","2005","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066596","37a290995e338bbce3d8dc0e89a5665d784f809e74a43c87cf2fa58d3b4d554d4b80f772e3d73549f40f974010898daddbc77817811b8cf3b3484d7bb6402aec","2025-05-19T20:00:00.000","2","DRIVER",,"1970015",,"TOYOTA","COROLLA","IL","2012","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066555","f4ba738daa74f4413de5a5fb1e020abf28e894a7f6ba06a791332509ddab80bc7e53184571692d36bddc7446c6201b7000043e109bc9fe48d43a4bf759d9d9cf","2025-05-19T19:45:00.000","1","DRIVER",,"1969963",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066556","f4ba738daa74f4413de5a5fb1e020abf28e894a7f6ba06a791332509ddab80bc7e53184571692d36bddc7446c6201b7000043e109bc9fe48d43a4bf759d9d9cf","2025-05-19T19:45:00.000","2","PARKED",,"1969966",,"SUBARU","IMPREZA","IL","2018","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066572","8a557326f67bebafd31982afcb50e9c748e2a3fa1a3a9f247bf73467c645bead57fb85fe2f155a743faedc1c856486886be79d4a5cd8710d8125ecbbebf8b2f5","2025-05-19T19:35:00.000","1","DRIVER",,"1969977",,"GENERAL MOTORS CORPORATION (GMC)","SAVANNAH","AZ","2022","NONE","TRUCK - SINGLE UNIT","OTHER","S","LEAVING TRAFFIC LANE TO PARK",,,"1",,,,,,,,,,,"Y","Y",,,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066573","8a557326f67bebafd31982afcb50e9c748e2a3fa1a3a9f247bf73467c645bead57fb85fe2f155a743faedc1c856486886be79d4a5cd8710d8125ecbbebf8b2f5","2025-05-19T19:35:00.000","2","PARKED",,"1969985",,"JEEP","WRANGLER","IL","2021","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","PARKED",,,"0",,,,,"Y","Y",,,,,,,,,,"N",,"SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066560","83abfbdb1e7b0305d5345b9ed967350fce9c25ca8c6e7835af6995fb26e483b0b5b02e6a153046ace166b593235fdc3d7f4dbd87bdc39f5899a2878f4bdcbd42","2025-05-19T19:24:00.000","1","DRIVER",,"1969970",,"FORD","F150","IL","2023","NONE","PICKUP","POLICE","N","BACKING",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066561","83abfbdb1e7b0305d5345b9ed967350fce9c25ca8c6e7835af6995fb26e483b0b5b02e6a153046ace166b593235fdc3d7f4dbd87bdc39f5899a2878f4bdcbd42","2025-05-19T19:24:00.000","2","PARKED",,"1969976",,"DODGE","RAM 1500 PU","IL","2021","NONE","PICKUP","PERSONAL","W","PARKED",,,"0",,,,,,,,,,,"Y","Y",,,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066547","a44aace3000a4b03a20d7c4905e9505ca0952a376a4e96ad6ad02b03a78c264eaa243a26b6837b62ef20dc63ecfcae19b78c7c4ba73fc5b70967368dcc61ff69","2025-05-19T19:20:00.000","1","DRIVER",,"1969956",,"NISSAN","PATHFINDER","IL","2005","UNKNOWN","PASSENGER","PERSONAL","S","TURNING LEFT",,,"1",,,,,,,,,,,,,,,"Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066548","a44aace3000a4b03a20d7c4905e9505ca0952a376a4e96ad6ad02b03a78c264eaa243a26b6837b62ef20dc63ecfcae19b78c7c4ba73fc5b70967368dcc61ff69","2025-05-19T19:20:00.000","2","DRIVER",,"1969960",,"KIA","SOUL","IL","2012","UNKNOWN","PASSENGER","PERSONAL","N","TURNING LEFT",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066613","b27c84362c810504b8584b8429ed47e948b71ea70912495426819b049414f0da126b2e523ab4cb898a15690803fa853077ae1c81afb71bf0b8fd16a9ce9c5526","2025-05-19T19:20:00.000","1","DRIVER",,"1970022",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066614","b27c84362c810504b8584b8429ed47e948b71ea70912495426819b049414f0da126b2e523ab4cb898a15690803fa853077ae1c81afb71bf0b8fd16a9ce9c5526","2025-05-19T19:20:00.000","2","DRIVER",,"1970026",,"CHEVROLET","TAHOE","IL","2007","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,"ALL TOWING & RECOVERY LLC","314 E 69TH STREET",,"Y","Y","Y","Y","Y",,,,,,,,"Y","SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066581","282749056eebe52a5ec7c41fb70219608834a6cdc246a2c63e36d2b6fb534ff76fb1e88277dbdf04d355bc1d5aa5a6b6084cc6a8f8941dbd2cc38d8e618d8ac2","2025-05-19T19:18:00.000","1","DRIVER",,"1969989",,"TOYOTA","CAMRY","IL","2010","UNKNOWN","PASSENGER","RIDESHARE SERVICE","N","U-TURN","Y",,"1",,"CITY OF CHICAGO",,,,,,,,,,,"Y","Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066582","282749056eebe52a5ec7c41fb70219608834a6cdc246a2c63e36d2b6fb534ff76fb1e88277dbdf04d355bc1d5aa5a6b6084cc6a8f8941dbd2cc38d8e618d8ac2","2025-05-19T19:18:00.000","2","DRIVER","1","1969996",,"HYUNDAI","OTHER (EXPLAIN IN NARRATIVE)","IL","2011","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD","Y",,"2",,"SIERRA TOWING","UNKNOWN.",,"Y","Y","N",,,,,,,,,"Y",,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066564","e9fd60a778749233e9d9a4d1e22a5e990666ebd727b630c122b4473c595d1557f7c321bd36eb3ad348d7205e48b48204b4d8e264ad5878cca480193569f19fce","2025-05-19T19:15:00.000","1","DRIVER",,"1969988",,"SATURN","ASTRA","IL","2007","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,"Y","Y","Y","Y","Y",,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066565","e9fd60a778749233e9d9a4d1e22a5e990666ebd727b630c122b4473c595d1557f7c321bd36eb3ad348d7205e48b48204b4d8e264ad5878cca480193569f19fce","2025-05-19T19:15:00.000","2","DRIVER",,"1969992",,"CHRYSLER","PACIFICA","IL","2025","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066557","de762462855688067cbbf0c69146d5abdd4896dd70944dafec1bc66b0306d7af5ced30d01abd6975aa01aa460101f90e1c98245d81719ea4eb682f00c9742b59","2025-05-19T19:07:00.000","1","DRIVER",,"1969968",,"TRIUMPH","OTHER (EXPLAIN IN NARRATIVE)","IL","2006","UNKNOWN","MOTORCYCLE (OVER 150CC)","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,"ohare tow truck 015","relocation lot",,,,,,,,,"Y","Y","Y","Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066577","5bb58877864f2df59eb4993093f56b38e34ba1b0480786f2488ca809b0baf29be158bb212fdbf93760d33bfa60f375b5fe4c4b694792021ea5ea8529cee0fc33","2025-05-19T19:00:00.000","1","DRIVER","1","1969990",,"NISSAN","ROGUE","IL","2015","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","CHANGING LANES",,,"2",,,,,"N","N",,"N","N",,,,,,,,"Y","FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066578","5bb58877864f2df59eb4993093f56b38e34ba1b0480786f2488ca809b0baf29be158bb212fdbf93760d33bfa60f375b5fe4c4b694792021ea5ea8529cee0fc33","2025-05-19T19:00:00.000","2","DRIVER",,"1969986",,"CHEVROLET","IMPALA","IL","2018","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,"Y","Y",,,,,,,,,"REAR-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066558","b881ebba3be4d85e5f5df95ad54a371a310142412de9ef0fdfb7d8ec875f57702dfa8ae2493815361c65ba17e04e47fdc0fecdfcdd60f2ca1053bb0a6f659838","2025-05-19T18:50:00.000","1","DRIVER",,"1969967",,"LINCOLN","OTHER (EXPLAIN IN NARRATIVE)","IL","2005","NONE","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066559","b881ebba3be4d85e5f5df95ad54a371a310142412de9ef0fdfb7d8ec875f57702dfa8ae2493815361c65ba17e04e47fdc0fecdfcdd60f2ca1053bb0a6f659838","2025-05-19T18:50:00.000","2","DRIVER",,"1969972",,"HONDA","CIVIC","IL","2021","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066544","5e867b55ad103b8bdafde79be7e6c0726ed3bf5fd91f0d334cd010fe8ca83f95e8989d73c89e719afbdf5308bcff5470c1034f329c4339ace6a915afc60a3f13","2025-05-19T18:40:00.000","1","DRIVER","1","1969949",,"TOYOTA","HIGHLANDER","IL","2022","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","TURNING RIGHT","Y",,"2",,"unknown",,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066545","5e867b55ad103b8bdafde79be7e6c0726ed3bf5fd91f0d334cd010fe8ca83f95e8989d73c89e719afbdf5308bcff5470c1034f329c4339ace6a915afc60a3f13","2025-05-19T18:40:00.000","2","DRIVER",,"1969952",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","PASSENGER","UNKNOWN/NA","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
