"crash_unit_id","crash_record_id","crash_date","unit_no","unit_type","num_passengers","vehicle_id","cmrc_veh_i","make","model","lic_plate_state","vehicle_year","vehicle_defect","vehicle_type","vehicle_use","travel_direction","maneuver","towed_i","fire_i","occupant_cnt","exceed_speed_limit_i","towed_by","towed_to","area_00_i","area_01_i","area_02_i","area_03_i","area_04_i","area_05_i","area_06_i","area_07_i","area_08_i","area_09_i","area_10_i","area_11_i","area_12_i","area_99_i","first_contact_point","cmv_id","usdot_no","ccmc_no","ilcc_no","commercial_src","gvwr","carrier_name","carrier_state","carrier_city","hazmat_placards_i","hazmat_name","un_no","hazmat_present_i","hazmat_report_i","hazmat_report_no","mcs_report_i","mcs_report_no","hazmat_vio_cause_crash_i","mcs_vio_cause_crash_i","idot_permit_no","wide_load_i","trailer1_width","trailer2_width","trailer1_length","trailer2_length","total_vehicle_length","axle_cnt","vehicle_config","cargo_body_type","load_type","hazmat_out_of_service_i","mcs_out_of_service_i","hazmat_class"
"2066289","4bec18c5536f39b820b3050ef73758c74d52b4d82c47f973c49bf76f322d5b28c47c2b2d0b8a15a2bed4aa4a69981e71c45f98470741f6b12ecd55b496778acf","2025-05-19T15:22:00.000","1","DRIVER",,"1969704",,"KIA","SORENTO",,,"NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066290","4bec18c5536f39b820b3050ef73758c74d52b4d82c47f973c49bf76f322d5b28c47c2b2d0b8a15a2bed4aa4a69981e71c45f98470741f6b12ecd55b496778acf","2025-05-19T15:22:00.000","2","DRIVER",,"1969706",,"TOYOTA","COROLLA",,,"UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,"Y",,,,,,,,,,,,"SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066303","0ca26768458cb32e94acd74c0e5b152fdee6e6cd73a31fefb2079c7d608d97328a0edb0f4ecffd704a24e25e2ad90ff14963b17c0a720ca9448bbc2d23fb6703","2025-05-19T15:20:00.000","1","DRIVER",,"1969710",,"NISSAN","OTHER (EXPLAIN IN NARRATIVE)","IL",,"UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066304","0ca26768458cb32e94acd74c0e5b152fdee6e6cd73a31fefb2079c7d608d97328a0edb0f4ecffd704a24e25e2ad90ff14963b17c0a720ca9448bbc2d23fb6703","2025-05-19T15:20:00.000","2","DRIVER","1","1969715",,"FORD","FIESTA","IL","2014","UNKNOWN","PASSENGER","PERSONAL","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,"Y","Y","Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066314","d69d8a6d2bc8370d14317970aa1d1c0629d8a0d2a386016467b95a3aded3e31d23885e897c6e57e5c6321fea6c6e13d978cb1aa4e6452a2966a8138d00025b24","2025-05-19T15:20:00.000","1","DRIVER",,"1969732",,"FORD","EXPEDITION","AZ","2000","NONE","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","S","ENTERING TRAFFIC LANE FROM PARKING",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066315","d69d8a6d2bc8370d14317970aa1d1c0629d8a0d2a386016467b95a3aded3e31d23885e897c6e57e5c6321fea6c6e13d978cb1aa4e6452a2966a8138d00025b24","2025-05-19T15:20:00.000","2","PARKED","3","1969727",,"TOYOTA","HIGHLANDER","IL","2014","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","S","PARKED",,,"3",,,,,,,,,,,"Y","Y",,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066359","2ec66cd9d2e2a6214fb4e529287ef0668b1c9b05892772dedc67b5a4b1fd17c1370cf520836c18e62c155c1754044bfbcb82522245c5540564e849db2c26be40","2025-05-19T15:15:00.000","1","DRIVER",,"1969769",,"NISSAN","LEAF","IL","2012","UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066360","2ec66cd9d2e2a6214fb4e529287ef0668b1c9b05892772dedc67b5a4b1fd17c1370cf520836c18e62c155c1754044bfbcb82522245c5540564e849db2c26be40","2025-05-19T15:15:00.000","2","DRIVER","1","1969786",,"MAZDA","CX-5","IL","2009","NONE","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","S","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,,"Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066331","508f0a2899d94dc200a0942a22b9b7709cdfadb77896c34d3f496c35c7a28d48f942cdc2642de0dcfc57275fb204b3e6368cb433490da1ba62373428b725ee27","2025-05-19T15:15:00.000","1","DRIVER",,"1969747",,"HYUNDAI","VENUE","IL","2023","NONE","OTHER","PERSONAL","S","PASSING/OVERTAKING",,,"1",,,,,,"Y","Y","Y",,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066332","508f0a2899d94dc200a0942a22b9b7709cdfadb77896c34d3f496c35c7a28d48f942cdc2642de0dcfc57275fb204b3e6368cb433490da1ba62373428b725ee27","2025-05-19T15:15:00.000","2","DRIVER",,"1969760",,"MAZDA","OTHER (EXPLAIN IN NARRATIVE)","IL","2013","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","OTHER","S","OTHER",,,"1",,,,,,,,,,,,,,"Y","Y",,,"SIDE-LEFT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066415","7745d44c135d022ea6fd3f0def11b8b16aa49c2873ee7f932e5f42774c1a6c1ff221cd630c81649c79cefadf4b0fcb3e8af7a8205499bc17d17e3a454c5692ad","2025-05-19T15:15:00.000","1","DRIVER",,"1969833",,"LINCOLN","MKS","IL",,"NONE","PICKUP","PERSONAL","E","OTHER",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066416","7745d44c135d022ea6fd3f0def11b8b16aa49c2873ee7f932e5f42774c1a6c1ff221cd630c81649c79cefadf4b0fcb3e8af7a8205499bc17d17e3a454c5692ad","2025-05-19T15:15:00.000","2","PARKED","2","1969825",,"CHEVROLET","EQUINOX","IL","2018","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","E","PARKED",,,"2",,,,,,,,,,,,,,"Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066311","eca4c579ae677034799445c01b18d906d6bb9b5576c3f7cc151b7fcfb7f2b426aef9414ac0cac2be375379b9b444def42bc8aafc263068127400eb451a0c7c12","2025-05-19T15:15:00.000","1","DRIVER","3","1969735",,"TOYOTA","SIENNA","IL","2014","NONE","PASSENGER","PERSONAL","E","BACKING",,,"4",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066312","eca4c579ae677034799445c01b18d906d6bb9b5576c3f7cc151b7fcfb7f2b426aef9414ac0cac2be375379b9b444def42bc8aafc263068127400eb451a0c7c12","2025-05-19T15:15:00.000","2","DRIVER",,"1969751",,"HYUNDAI","GENESIS","IN","2015","NONE","PASSENGER","PERSONAL","W","TURNING RIGHT",,,"1",,,,,"Y","Y","Y",,,,,,,,,,,"SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066307","95b10e012d4df5a38d9aa7d474eba777007c4a99b66b689ed4e59aa75b0229c0b0e0a17f3cc1bd7a306a24cae26c1e5855235934c305f79011cdb3973a972c1f","2025-05-19T15:07:00.000","1","DRIVER",,"1969728",,"CHEVROLET","EQUINOX","IL","2006","UNKNOWN","PASSENGER","PERSONAL","W","TURNING LEFT",,,"1",,,,,,,,,,,,,,,"Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066308","95b10e012d4df5a38d9aa7d474eba777007c4a99b66b689ed4e59aa75b0229c0b0e0a17f3cc1bd7a306a24cae26c1e5855235934c305f79011cdb3973a972c1f","2025-05-19T15:07:00.000","2","DRIVER","1","1969736",,"HONDA","PILOT","IL","2012","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","RIDESHARE SERVICE","E","STRAIGHT AHEAD",,,"2",,,,,,,,,,,,,,"Y","Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066357","d85428fa1dca514b55bb58d2042bfe8cb76e40f21ecb814041af067afa90df1ab9b4242388e3ab8723bb6e675cd8d28bda82f53053f4bda5347bed895bbc5d51","2025-05-19T15:02:00.000","1","DRIVER",,"1969761",,"RANGE ROVER OF NORTH AMERICA","RANGE ROVER OF NORTH AMERICA",,,"UNKNOWN","PASSENGER","UNKNOWN/NA","S","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066358","d85428fa1dca514b55bb58d2042bfe8cb76e40f21ecb814041af067afa90df1ab9b4242388e3ab8723bb6e675cd8d28bda82f53053f4bda5347bed895bbc5d51","2025-05-19T15:02:00.000","2","DRIVER",,"1969771",,"NOVA BUS","LFS","IL",,"NONE","BUS OVER 15 PASS.","CTA","S","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066421","0a9d51d120af7fdf263d70aec131d2c2262a7aac0cfda5882d4abcea7c5ea6bef21da26505f03b0b2de903b1f6840d578d36061b786c1cd0a4be1e85fe606097","2025-05-19T15:00:00.000","1","DRIVER",,"1969832",,"DODGE","DURANGO","IN","2016","UNKNOWN","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066422","0a9d51d120af7fdf263d70aec131d2c2262a7aac0cfda5882d4abcea7c5ea6bef21da26505f03b0b2de903b1f6840d578d36061b786c1cd0a4be1e85fe606097","2025-05-19T15:00:00.000","2","DRIVER",,"1969848",,"BUICK","ENCLAVE","IL","2025","UNKNOWN","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066369","97e5fe88cf41511b10877732987833916c4554d8a9048cb85de0e64414ecd4430b93e60e3eef593bae434910360994159d10194f6a7ffb25a922f0c46cb286a9","2025-05-19T15:00:00.000","1","DRIVER",,"1969779",,"MAZDA","CX-9","IL","2014","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","E","TURNING LEFT",,,"1",,,,,,,,,,,,,,"Y","Y","N",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066370","97e5fe88cf41511b10877732987833916c4554d8a9048cb85de0e64414ecd4430b93e60e3eef593bae434910360994159d10194f6a7ffb25a922f0c46cb286a9","2025-05-19T15:00:00.000","2","DRIVER",,"1969816",,"FORD","FOCUS","IL","2012","UNKNOWN","PASSENGER","UNKNOWN/NA","E","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,,,,"Y",,"SIDE-RIGHT-FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066385","2df189322750d05cc639663f6c64f17d9393699dfe845cd1785537af27e2aea26838d86ee2ff7046ad8432593fb8bcc353160f60f0cf725b80bd29dd8e8f2ede","2025-05-19T14:57:00.000","1","DRIVER",,"1969796",,"FORD","TRANSIT","WI","2023","UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,,"Y","Y","Y","Y",,,,,,,,"Y","SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066386","2df189322750d05cc639663f6c64f17d9393699dfe845cd1785537af27e2aea26838d86ee2ff7046ad8432593fb8bcc353160f60f0cf725b80bd29dd8e8f2ede","2025-05-19T14:57:00.000","2","PARKED",,"1969807",,"FORD","F350","NY","2024","UNKNOWN","OTHER","UNKNOWN/NA","S","PARKED",,,"0",,,,,,,,,,,,,"Y","Y","Y",,"Y","FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066291","4dd178ccb6d3b180a576acff4e0f83f6da5255223c2b9fa0157e37850338f4c36b06ad00a27c3edf977c918af98540c78e0ffe26b7091d4848688e1853bcd819","2025-05-19T14:49:00.000","1","DRIVER",,"1969707",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,"2025","UNKNOWN","MOTORCYCLE (OVER 150CC)","PERSONAL","E","PASSING/OVERTAKING",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066292","4dd178ccb6d3b180a576acff4e0f83f6da5255223c2b9fa0157e37850338f4c36b06ad00a27c3edf977c918af98540c78e0ffe26b7091d4848688e1853bcd819","2025-05-19T14:49:00.000","2","DRIVER",,"1969712",,"DODGE","DURANGO","IL","2014","UNKNOWN","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066293","ca41229bc7e6cf8b6bf38c3c0a8d0303bcd07dc7b891aa05eb64ed96d3c00ced6a35201187d67fec94004cd61410fa43bdaedbea76a88eed6b4a65277160a2dd","2025-05-19T14:45:00.000","1","DRIVER",,"1969708",,"UNKNOWN","ENGINE","IL",,"UNKNOWN","SPORT UTILITY VEHICLE (SUV)","UNKNOWN/NA","N","TURNING RIGHT",,,"1",,,,,,,,,,,,,,,,,"Y","UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066294","ca41229bc7e6cf8b6bf38c3c0a8d0303bcd07dc7b891aa05eb64ed96d3c00ced6a35201187d67fec94004cd61410fa43bdaedbea76a88eed6b4a65277160a2dd","2025-05-19T14:45:00.000","2","DRIVER",,"1969719",,"NISSAN","VERSA","IL","2024","UNKNOWN","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,"Y","Y","Y",,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066349","207701b332ef884cb9545e0f37eabaf113cd3583f8bc654180e296b33938250f2d1802572d01148651433ff2ee242618a5f1d9173946bfc68ec82602461852f5","2025-05-19T14:40:00.000","1","DRIVER",,"1969762",,"ICL CARGO TRAILER","ICL CARGO TRAILER","IL","2012","NONE","BUS UP TO 15 PASS.","SCHOOL BUS","N","LEAVING TRAFFIC LANE TO PARK",,,"1",,,,"Y",,,,,,,,,,,,,,"REAR-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066350","207701b332ef884cb9545e0f37eabaf113cd3583f8bc654180e296b33938250f2d1802572d01148651433ff2ee242618a5f1d9173946bfc68ec82602461852f5","2025-05-19T14:40:00.000","2","PARKED","1","1969770",,"JEEP","CHEROKEE","IL","2014","NONE","PASSENGER","NOT IN USE","N","PARKED",,,"1",,,,,,,,,,,,,,"Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066333","874d4e6a3af2882ff86472fc87c0a7310136ec3c8d8afaec6908e3c661d7e75fe346e487fd1a95777a220fdc1fcbf219c2225167a29183536ae087c5305476ba","2025-05-19T14:35:00.000","1","DRIVER",,"1969743",,"SATURN","SL","IL","1999","NONE","PASSENGER","PERSONAL","E","MERGING",,,"1",,,,,"Y","Y","Y",,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066334","874d4e6a3af2882ff86472fc87c0a7310136ec3c8d8afaec6908e3c661d7e75fe346e487fd1a95777a220fdc1fcbf219c2225167a29183536ae087c5305476ba","2025-05-19T14:35:00.000","2","PARKED",,"1969756",,"FORD","OTHER (EXPLAIN IN NARRATIVE)","IL","2024","UNKNOWN","OTHER","STATE OWNED","E","PARKED",,,"0",,,,,,,,,,,"Y","Y",,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066484","0090f12768c3545f251250d42bea4c2b4a1f9857088f028942b882842dc8191d00503f6efe6b982871038608c788001488ac19f4cfcc5b917a0f2eeb9257a2b5","2025-05-19T14:30:00.000","1","DRIVER",,"1969896",,"DODGE","DURANGO","IL","2016","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD","Y",,"1",,"city of chicago","doty rd",,"Y","Y",,,,,,,,"Y","Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066485","0090f12768c3545f251250d42bea4c2b4a1f9857088f028942b882842dc8191d00503f6efe6b982871038608c788001488ac19f4cfcc5b917a0f2eeb9257a2b5","2025-05-19T14:30:00.000","2","DRIVER",,"1969900",,"MAZDA","MX-6","IL","2015","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD","Y",,"1",,"city of chicago","doty rd",,"Y",,,,,,,,"Y","Y","Y","Y",,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066351","9609f212f8600e3cb1a63a51fdd59797234bdc8865bf7385a86d1c30744514343bbb4f8b802559308e7b2cca2f52fdbc8dd9d617f90f3b226b6081943056112d","2025-05-19T14:30:00.000","1","DRIVER",,"1969754",,"BMW","OTHER (EXPLAIN IN NARRATIVE)","IL","2021","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066352","9609f212f8600e3cb1a63a51fdd59797234bdc8865bf7385a86d1c30744514343bbb4f8b802559308e7b2cca2f52fdbc8dd9d617f90f3b226b6081943056112d","2025-05-19T14:30:00.000","2","DRIVER","2","1969765",,"DODGE","OTHER (EXPLAIN IN NARRATIVE)","IL","2023","NONE","PASSENGER","PERSONAL","N","STRAIGHT AHEAD",,,"3",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066301","a7e3332a6a536067781d0e28c716a9ccee32ecd6e12e0c92ce79c27008c8f61682cc23236ef8b22389f7bcc1704670b7a34e5bf877b3b24e69b1a29811eff584","2025-05-19T14:30:00.000","1","DRIVER",,"1969717",,"INFINITI","OTHER (EXPLAIN IN NARRATIVE)","IL","2011","UNKNOWN","PASSENGER","UNKNOWN/NA","NW","U-TURN",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066302","a7e3332a6a536067781d0e28c716a9ccee32ecd6e12e0c92ce79c27008c8f61682cc23236ef8b22389f7bcc1704670b7a34e5bf877b3b24e69b1a29811eff584","2025-05-19T14:30:00.000","2","PARKED","1","1969742",,"NISSAN","VERSA","IL","2012","UNKNOWN","PASSENGER","UNKNOWN/NA","S","PARKED",,,"1",,,,,,,,,,,"Y","Y",,,,,,"SIDE-LEFT-REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066400","b54948156b756d76917eee30b50fe743dafb0ff68115a60576b62805152ca0d6fd21f6726c83a160c153bd8f7fedbb692398a084e0224eada345d3a3d402a45d","2025-05-19T14:30:00.000","1","DRIVER",,"1969809",,"SUBARU","LEGACY","IL","2015","UNKNOWN","PASSENGER","UNKNOWN/NA","S","STRAIGHT AHEAD",,,"1",,,,,"Y","Y",,,,,,,,,"N","Y",,"REAR-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066281","7c8a24bc1108e6dae79d109c425bceb05be52677b73d31699e52ad006b23e99cab3e7f3ef5197057d1a54c0ecb8c970ab8e6bbe0a95f42cce4c093272ad35649","2025-05-19T14:20:00.000","1","DRIVER",,"1969699",,"CHEVROLET","EXPRESS","IL","2008","UNKNOWN","VAN/MINI-VAN","UNKNOWN/NA","N","STRAIGHT AHEAD",,,"1",,,,,,"Y",,,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066282","7c8a24bc1108e6dae79d109c425bceb05be52677b73d31699e52ad006b23e99cab3e7f3ef5197057d1a54c0ecb8c970ab8e6bbe0a95f42cce4c093272ad35649","2025-05-19T14:20:00.000","2","DRIVER",,"1969701",,"CHEVROLET","TAHOE","IL","2005","UNKNOWN","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,"Y",,,,"SIDE-LEFT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066285","d236b66b2a3a1b98e3a7fee4b822dd7a5cd230d3911b889e82f83364d62cc7fe7e3b8b56426085568df6f9badbaccafeff63082acf906529909c64bfe5122a95","2025-05-19T14:15:00.000","1","DRIVER",,"1969702",,"JEEP","PATRIOT","IL","2011","UNKNOWN","PASSENGER","PERSONAL","W","PASSING/OVERTAKING",,,"1",,,,,,,,,,,,,,,"Y",,,"FRONT-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066286","d236b66b2a3a1b98e3a7fee4b822dd7a5cd230d3911b889e82f83364d62cc7fe7e3b8b56426085568df6f9badbaccafeff63082acf906529909c64bfe5122a95","2025-05-19T14:15:00.000","2","DRIVER",,"1969709",,"VOLKSWAGEN","TIGUAN","IL","2022","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,"Y","Y",,,,,,,,"REAR-RIGHT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066299","c458554234dcedc1c6d7247d2f99fd3f394db0c3bd49de1ef2d22aaa1319263abd2fb325c02f47fb08edf258980ba4f39d1ae799d5bc401ac08185f8da0e8af3","2025-05-19T13:56:00.000","1","DRIVER",,"1969714",,"CHEVROLET","MALIBU","IL","2004","NONE","PASSENGER","PERSONAL","W","STRAIGHT AHEAD",,,"1",,,,,,,,,,,,,,,,"Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066300","c458554234dcedc1c6d7247d2f99fd3f394db0c3bd49de1ef2d22aaa1319263abd2fb325c02f47fb08edf258980ba4f39d1ae799d5bc401ac08185f8da0e8af3","2025-05-19T13:56:00.000","2","DRIVER","1","1969726",,"NISSAN","ROGUE","IL","2018","NONE","PASSENGER","PERSONAL","W","SLOW/STOP IN TRAFFIC",,,"2",,,,,,,,,,"Y",,,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066353","d38e45dc8b84c7afa17bb6a7debe4cd41fcfd54c716c06e7a12fc1402d3bb50b1a2de3b272c7bdd9407ab8573b6771ac92361c4bafe205e915e3f0580b10d9df","2025-05-19T13:45:00.000","1","DRIVER",,"1969763",,"DODGE","OTHER (EXPLAIN IN NARRATIVE)","IL","2020","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066354","d38e45dc8b84c7afa17bb6a7debe4cd41fcfd54c716c06e7a12fc1402d3bb50b1a2de3b272c7bdd9407ab8573b6771ac92361c4bafe205e915e3f0580b10d9df","2025-05-19T13:45:00.000","2","DRIVER","1","1969774",,"HYUNDAI","GENESIS","IL","2023","NONE","PASSENGER","PERSONAL","S","STRAIGHT AHEAD",,,"2",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066398","faed39dda1ad58d179caa89614918dd5eb8feed141c8291ae1fd5c6dd1b80e7f0b2340018054374e1b5c2877508de2768e4119e81484dfafe23843be61a056f3","2025-05-19T13:44:00.000","1","BICYCLE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066399","faed39dda1ad58d179caa89614918dd5eb8feed141c8291ae1fd5c6dd1b80e7f0b2340018054374e1b5c2877508de2768e4119e81484dfafe23843be61a056f3","2025-05-19T13:44:00.000","2","DRIVER",,"1969824",,"NISSAN","ROGUE","IL","2021","NONE","SPORT UTILITY VEHICLE (SUV)","PERSONAL","N","ENTER FROM DRIVE/ALLEY",,,"1",,,,"Y",,,,,,,,,,,,,,"SIDE-RIGHT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066589","af2363012d0122b08dcabcc401335c5b6446dad1b3f5da77da21171424bd211d05111c8b30d8aef7bdf63af3765e5793a2c4953a022e823d5ab1181e6c8e6f9b","2025-05-19T13:30:00.000","1","DRIVER",,"1970000",,"HINO","OTHER (EXPLAIN IN NARRATIVE)","IL","2015","OTHER","TRUCK - SINGLE UNIT","COMMERCIAL - SINGLE UNIT","N","STRAIGHT AHEAD",,,"1",,,,,"Y",,,,,,,,,,"Y","Y",,"FRONT",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066590","af2363012d0122b08dcabcc401335c5b6446dad1b3f5da77da21171424bd211d05111c8b30d8aef7bdf63af3765e5793a2c4953a022e823d5ab1181e6c8e6f9b","2025-05-19T13:30:00.000","2","DRIVER",,"1970004",,"LEXUS","RX350","IL","2010","UNKNOWN","PASSENGER","PERSONAL","N","SLOW/STOP IN TRAFFIC",,,"1",,,,,,,,,"Y","Y","Y",,,,,,,"REAR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066227","bf978065ee22b2633cdfd01226176ec14879205d60af3fdb9ca645621421e644cfbf0bccbc4103bf0ae46f1251bd8a40d8a5428b2d1c0deb968862f42036957c","2025-05-19T13:30:00.000","1","DRIVER",,"1969642",,"UNKNOWN","OTHER (EXPLAIN IN NARRATIVE)",,,"UNKNOWN","UNKNOWN/NA","UNKNOWN/NA","UNKNOWN","UNKNOWN/NA",,,"1",,,,,,,,,,,,,,,,,,"UNKNOWN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2066228","bf978065ee22b2633cdfd01226176ec14879205d60af3fdb9ca645621421e644cfbf0bccbc4103bf0ae46f1251bd8a40d8a5428b2d1c0deb968862f42036957c","2025-05-19T13:30:00.000","2","PARKED",,"1969643",,"TOYOTA","CAMRY","IL","2018","NONE","PASSENGER","PERSONAL","S","PARKED",,,"0",,,,,,,,,,,"Y","Y",,,,,,"REAR-LEFT-CORNER",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
